OTUId	taxonomy	Taxon	Taxon.Level	Trophic.Mode	Guild	Confidence.Ranking	Growth.Morphology	Trait	Notes	Citation.Source
ITSall_OTUa_1208	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1211	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1307	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1324	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1415	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1471	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1539	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1540	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unclassified_Xylariales;g__unclassified_Xylariales;s__Xylariales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_157	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unclassified_Agaricales;g__unclassified_Agaricales;s__Agaricales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_158	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1596	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Neopestalotiopsis;s__Neopestalotiopsis_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1618	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales;f__Holtermanniales_fam_Incertae_sedis;g__Holtermanniella;s__Holtermanniella_festucosa;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1711	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unclassified_Agaricomycetes;f__unclassified_Agaricomycetes;g__unclassified_Agaricomycetes;s__Agaricomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1897	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__unclassified_Pezizales;g__unclassified_Pezizales;s__Pezizales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1929	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Sampaiozyma;s__Sampaiozyma_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1949	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_1961	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2007	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unclassified_Sordariomycetes;f__unclassified_Sordariomycetes;g__unclassified_Sordariomycetes;s__Sordariomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2049	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2104	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terricola;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2240	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2295	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2376	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Cryptocoryneum;s__Cryptocoryneum_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2433	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2538	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2568	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2571	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2622	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2635	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2687	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__unclassified_Polyporales;g__unclassified_Polyporales;s__Polyporales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2731	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2773	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Udeniomyces;s__Udeniomyces_pyricola;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_280	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__unclassified_Pezizales;g__unclassified_Pezizales;s__Pezizales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2812	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2892	k__Fungi;p__Monoblepharomycota;c__Monoblepharidomycetes;o__unclassified_Monoblepharidomycetes;f__unclassified_Monoblepharidomycetes;g__unclassified_Monoblepharidomycetes;s__Monoblepharidomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2928	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2950	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_2987	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Phialemoniopsis;s__Phialemoniopsis_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3019	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3045	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unclassified_Capnodiales;g__unclassified_Capnodiales;s__Capnodiales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3150	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales;s__Pleosporales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_321	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3286	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3404	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unclassified_Capnodiales;g__unclassified_Capnodiales;s__Capnodiales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3513	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3542	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3559	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3600	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales;s__Pleosporales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3718	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_coprosmae;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3721	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3736	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3786	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_380	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3877	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_391	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3926	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_3928	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_403	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4061	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__unclassified_Cantharellales;g__unclassified_Cantharellales;s__Cantharellales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4079	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4102	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unclassified_Sordariomycetes;f__unclassified_Sordariomycetes;g__unclassified_Sordariomycetes;s__Sordariomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_42	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_427	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4280	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__unclassified_Lecanoromycetes;f__unclassified_Lecanoromycetes;g__unclassified_Lecanoromycetes;s__Lecanoromycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4285	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4342	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_449	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__unclassified_Hydnodontaceae;s__Hydnodontaceae_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4568	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4590	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4598	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4610	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4660	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4668	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4673	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales;s__Pleosporales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4710	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_478	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4902	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_4974	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales;s__Pleosporales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5034	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5112	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5154	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5214	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5220	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5221	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5236	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5364	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5382	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unclassified_Eurotiomycetes;f__unclassified_Eurotiomycetes;g__unclassified_Eurotiomycetes;s__Eurotiomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_54	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5579	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__unclassified_Hysteriales;g__unclassified_Hysteriales;s__Hysteriales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5611	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_symmetrica;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5702	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unclassified_Sordariales;g__unclassified_Sordariales;s__Sordariales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_5710	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_584	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6020	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unclassified_Sordariomycetes;f__unclassified_Sordariomycetes;g__unclassified_Sordariomycetes;s__Sordariomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6083	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unclassified_Tremellomycetes;f__unclassified_Tremellomycetes;g__unclassified_Tremellomycetes;s__Tremellomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6091	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unclassified_Auriculariales;g__unclassified_Auriculariales;s__Auriculariales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6470	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6490	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6568	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6577	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_659	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6687	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_gracilis;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6770	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Leucosporidium_scottii;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6821	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6847	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6861	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6866	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_6880	k__Fungi;p__Chytridiomycota;c__GS14;o__unclassified_GS14;f__unclassified_GS14;g__unclassified_GS14;s__GS14_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_7006	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unclassified_Auriculariales;g__unclassified_Auriculariales;s__Auriculariales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_703	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales;s__Pleosporales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_710	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia;s__Tausonia_pullulans;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_722	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_7316	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_7369	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Occultifur;s__Occultifur_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_7428	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_7540	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_7630	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_7658	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_78	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
ITSall_OTUa_781	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	-	-	-	-	-	-	-	Unassigned	-
