qseqid	sseqid	evalue	bitscore	length	nident	mismatch	gapopen	slength	taxonomy	kingdom	phylum	class	order	family	genus	species	qlength	identity	coverage
ITSall_OTUd_6091	undefined_KT219436	8.21e-50	199	184	158	14	6	201	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	297	0.858695652173913	0.619528619528619
ITSall_OTUd_6092	SH217242.07FU_EU037890	1.8e-95	351	264	237	26	1	550	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria;s__Chaetosphaeria_albida;	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria_albida	264	0.897727272727273	1
ITSall_OTUd_6093	SH631279.07FU_KX132957	7.89e-81	302	255	221	19	4	755	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Micareaceae;g__Micarea;s__Micarea_xanthonica;	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Micareaceae	Micarea	Micarea_xanthonica	255	0.866666666666667	1
ITSall_OTUd_6094	SH200723.07FU_JF770457	3.03e-86	320	261	230	28	3	643	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Teratosphaeria;s__Teratosphaeria_agapanthi;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria_agapanthi	262	0.881226053639847	0.99618320610687
ITSall_OTUd_6095	SH497250.07FU_KP689128	2.6e-93	343	263	237	17	5	576	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unclassified_Eurotiomycetes;f__unclassified_Eurotiomycetes;g__unclassified_Eurotiomycetes;s__Eurotiomycetidae;	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	Eurotiomycetidae	257	0.901140684410646	1.02334630350195
ITSall_OTUd_6096	SH205356.07FU_KF435318	4.11e-59	230	258	210	35	7	1040	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	256	0.813953488372093	1.0078125
ITSall_OTUd_6097	SH030939.07FU_HQ650639	1.53e-83	311	260	226	30	2	571	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales;f__Ochrolechiaceae;g__Ochrolechia;s__Ochrolechia_sp;	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Ochrolechiaceae	Ochrolechia	NA	256	0.869230769230769	1.015625
ITSall_OTUd_6098	SH495342.07FU_KT328686	1.58e-77	291	280	236	36	5	574	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	279	0.842857142857143	1.00358422939068
ITSall_OTUd_6099	SH212719.07FU_JN889921	7.2e-50	199	268	208	51	5	1021	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	264	0.776119402985075	1.01515151515152
ITSall_OTUd_61	undefined_JX269279	2.51e-87	324	272	238	24	5	337	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	264	0.875	1.03030303030303
ITSall_OTUd_610	SH022386.07FU_KC965887	7.96e-81	302	260	225	31	3	1178	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__unclassified_Lecanorales;g__unclassified_Lecanorales;s__Lecanorales_sp;	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA	257	0.865384615384615	1.01167315175097
ITSall_OTUd_6100	SH465323.07FU_GU211937	7e-32	140	324	230	57	12	832	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unclassified_Capnodiales;g__unclassified_Capnodiales;s__Capnodiales_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA	307	0.709876543209877	1.05537459283388
ITSall_OTUd_6102	SH205047.07FU_AJ581035	9.36e-68	259	286	236	35	10	566	k__Fungi;p__Basidiomycota;c__unclassified_Basidiomycota;o__unclassified_Basidiomycota;f__unclassified_Basidiomycota;g__unclassified_Basidiomycota;s__Basidiomycota_sp;	Fungi	Basidiomycota	NA	NA	NA	NA	NA	280	0.825174825174825	1.02142857142857
ITSall_OTUd_6103	undefined_KM494484	2.94e-112	407	293	270	14	6	290	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	287	0.921501706484642	1.02090592334495
ITSall_OTUd_6104	undefined_KP892320	1.4e-58	228	256	208	37	6	270	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	251	0.8125	1.0199203187251
ITSall_OTUd_6105	SH206677.07FU_KF574903	3.35e-117	423	256	248	7	1	465	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Seiridium;s__Seiridium_phylicae;	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Seiridium	Seiridium_phylicae	255	0.96875	1.00392156862745
ITSall_OTUd_6106	undefined_KM494096	2.01e-101	370	277	251	19	4	273	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	274	0.906137184115523	1.01094890510949
ITSall_OTUd_6107	undefined_KJ827547	7.19e-88	325	279	243	18	7	288	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	264	0.870967741935484	1.05681818181818
ITSall_OTUd_6108	undefined_KP892115	1.1e-92	342	312	267	36	6	328	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	306	0.855769230769231	1.01960784313725
ITSall_OTUd_6109	undefined_KX777119	3.77e-73	277	256	217	24	5	250	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	300	0.84765625	0.853333333333333
ITSall_OTUd_611	undefined_KC588695	7.94e-119	428	257	249	8	0	925	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	0.968871595330739	1
ITSall_OTUd_6110	SH223371.07FU_KY310651	1.83e-82	307	254	225	22	6	668	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Hysteriaceae;g__Rhytidhysteron;s__Rhytidhysteron_sp;	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Rhytidhysteron	NA	252	0.885826771653543	1.00793650793651
ITSall_OTUd_6111	SH468872.07FU_AM902038	1.17e-59	232	264	214	32	8	764	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	255	0.810606060606061	1.03529411764706
ITSall_OTUd_6112	SH489667.07FU_KT215239	1.03e-117	425	271	257	11	1	1926	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia;s__Orbilia_sp;	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA	271	0.948339483394834	1
ITSall_OTUd_6113	SH025706.07FU_KF617465	2.37e-100	367	267	243	22	2	1199	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	266	0.910112359550562	1.00375939849624
ITSall_OTUd_6114	SH022250.07FU_KF780606	2.3e-107	390	294	266	19	5	538	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__unclassified_Cystobasidiaceae;s__Cystobasidiaceae_sp;	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	NA	NA	292	0.904761904761905	1.00684931506849
ITSall_OTUd_6117	undefined_KY305136	3.52e-36	154	160	132	18	4	448	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_sp;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA	337	0.825	0.474777448071217
ITSall_OTUd_6119	undefined_KM494491	3.34e-151	536	323	314	6	2	320	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	387	0.972136222910217	0.834625322997416
ITSall_OTUd_612	SH178630.07FU_KT020774	5.46e-160	565	313	313	0	0	619	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unclassified_Thelephoraceae;s__Thelephoraceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA	313	1	1
ITSall_OTUd_6120	SH196358.07FU_GU291273	2.25e-70	268	346	273	48	11	641	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Agaricostilbaceae;g__Sterigmatomyces;s__Sterigmatomyces_hyphaenes;	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Sterigmatomyces	Sterigmatomyces_hyphaenes	342	0.789017341040462	1.01169590643275
ITSall_OTUd_6121	SH191380.07FU_LN901096	7.77e-119	428	252	247	4	1	1029	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__Coniochaeta_fodinicola;	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_fodinicola	252	0.98015873015873	1
ITSall_OTUd_6122	SH025808.07FU_KF617649	7.03e-120	432	276	263	11	2	1122	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unclassified_Tremellomycetes;f__unclassified_Tremellomycetes;g__unclassified_Tremellomycetes;s__Tremellomycetes_sp;	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA	275	0.952898550724638	1.00363636363636
ITSall_OTUd_6123	undefined_KU061344	2.08e-69	264	268	225	27	9	292	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	266	0.83955223880597	1.00751879699248
ITSall_OTUd_6124	SH641283.07FU_KU324781	1.18e-72	275	292	240	31	8	573	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Leptosphaerulina;s__Leptosphaerulina_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	NA	272	0.821917808219178	1.07352941176471
ITSall_OTUd_6125	SH200721.07FU_AF393723	9.97e-118	425	263	252	11	0	621	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__Devriesia_staurophora;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	Devriesia_staurophora	264	0.958174904942966	0.996212121212121
ITSall_OTUd_6142	SH194349.07FU_JQ063454	4.01e-85	316	175	175	0	0	1088	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania_serpens;	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania_serpens	282	1	0.620567375886525
ITSall_OTUd_615	undefined_KP892076	8.65e-113	408	304	275	19	4	323	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	294	0.904605263157895	1.03401360544218
ITSall_OTUd_616	SH202706.07FU_FR667220	5.84e-127	455	262	258	4	0	566	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__Chalara_hyalocuspica;	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_hyalocuspica	262	0.984732824427481	1
ITSall_OTUd_6163	undefined_KT195367	1.38e-41	172	199	160	26	5	209	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	353	0.804020100502513	0.563739376770538
ITSall_OTUd_618	undefined_KP891736	1.29e-122	441	262	255	7	0	279	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	262	0.973282442748092	1
ITSall_OTUd_619	SH183030.07FU_KT269255	1.94e-126	453	251	251	0	0	555	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Chaetosphaeronema;s__Chaetosphaeronema_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	NA	251	1	1
ITSall_OTUd_62	undefined_KX220115	3.83e-129	462	256	256	0	0	276	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	256	1	1
ITSall_OTUd_620	undefined_KT219957	5.18e-134	479	265	265	0	0	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	265	1	1
ITSall_OTUd_621	SH202720.07FU_HM044642	9.25e-131	468	262	261	1	0	533	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Xenopolyscytalum;s__Xenopolyscytalum_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Xenopolyscytalum	NA	262	0.99618320610687	1
ITSall_OTUd_623	SH523846.07FU_KU601591	9.55e-118	425	255	248	6	1	1536	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichospora;s__Teichospora_trabicola;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora_trabicola	254	0.972549019607843	1.00393700787402
ITSall_OTUd_6240	SH629688.07FU_KU550988	1.64e-121	437	272	260	12	0	576	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unclassified_Herpotrichiellaceae;s__Herpotrichiellaceae_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	273	0.955882352941177	0.996336996336996
ITSall_OTUd_625	SH215133.07FU_NR_073237	6.44e-57	223	271	216	36	8	508	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Sugitazyma;s__Sugitazyma_miyagiana;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Sugitazyma	Sugitazyma_miyagiana	269	0.797047970479705	1.00743494423792
ITSall_OTUd_626	undefined_AF216757	1.29e-155	551	334	324	8	2	405	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces;s__Spizellomyces_acuminatus;	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_acuminatus	334	0.970059880239521	1
ITSall_OTUd_627	undefined_KM374389	4.79e-155	549	353	335	16	2	727	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	353	0.949008498583569	1
ITSall_OTUd_628	undefined_KU063474	1.24e-85	318	305	260	33	9	334	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	302	0.852459016393443	1.00993377483444
ITSall_OTUd_629	undefined_HQ433050	2.58e-43	178	292	215	39	8	939	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	287	0.736301369863014	1.01742160278746
ITSall_OTUd_6299	undefined_KX776921	1.97e-121	437	250	247	3	0	250	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	322	0.988	0.77639751552795
ITSall_OTUd_630	SH000326.07FU_JX096575	1.5e-128	461	284	274	7	2	1539	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unclassified_Glomeraceae;s__Glomeraceae_sp;	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA	284	0.964788732394366	1
ITSall_OTUd_633	SH209280.07FU_KX908505	4.95e-115	416	254	245	7	1	1078	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unclassified_Sordariomycetes;f__unclassified_Sordariomycetes;g__unclassified_Sordariomycetes;s__Sordariomycetes_sp;	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA	254	0.964566929133858	1
ITSall_OTUd_635	SH461648.07FU_AY843104	2.65e-112	407	230	228	2	0	527	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	262	0.991304347826087	0.877862595419847
ITSall_OTUd_637	SH032362.07FU_EF040836	3.13e-176	619	343	343	0	0	669	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__GS20;f__unclassified_GS20;g__unclassified_GS20;s__GS20_sp;	Fungi	Mucoromycota	Endogonomycetes	GS20	NA	NA	NA	343	1	1
ITSall_OTUd_638	SH482844.07FU_KF815636	7.32e-75	282	254	217	33	3	533	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Pezizomycotina;	Fungi	Ascomycota	NA	NA	NA	NA	Pezizomycotina	253	0.854330708661417	1.00395256916996
ITSall_OTUd_639	undefined_KT220143	4.79e-128	459	262	259	3	0	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	262	0.988549618320611	1
ITSall_OTUd_64	SH188470.07FU_KX355532	4.79e-141	502	278	278	0	0	586	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_diasemospermus;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_diasemospermus	278	1	1
ITSall_OTUd_640	undefined_KJ827123	1.73e-114	414	254	245	8	1	291	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	254	0.964566929133858	1
ITSall_OTUd_643	SH014429.07FU_EF373580	6.13e-114	412	258	246	12	0	565	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	258	0.953488372093023	1
ITSall_OTUd_6436	undefined_KX222790	6.34e-153	542	318	311	7	0	349	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	318	0.977987421383648	1
ITSall_OTUd_644	SH206397.07FU_KX908223	1.1e-129	464	257	257	0	0	587	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	257	1	1
ITSall_OTUd_6440	undefined_KX220959	1.57e-46	188	317	239	69	9	343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	313	0.753943217665615	1.01277955271565
ITSall_OTUd_6441	undefined_KX220959	6.69e-45	183	317	238	70	9	343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	313	0.750788643533123	1.01277955271565
ITSall_OTUd_6442	SH009575.07FU_KC222765	4.42e-116	419	275	260	11	3	631	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	274	0.945454545454545	1.0036496350365
ITSall_OTUd_6443	undefined_KX195136	3.28e-80	300	307	257	36	9	355	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	298	0.837133550488599	1.03020134228188
ITSall_OTUd_6444	undefined_KP897731	1.6e-108	394	250	239	9	2	313	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	251	0.956	0.99601593625498
ITSall_OTUd_6445	SH496878.07FU_UDB025354	1.79e-140	500	297	290	6	1	1076	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Tubaria;s__Tubaria_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Tubaria	NA	296	0.976430976430976	1.00337837837838
ITSall_OTUd_6446	SH526885.07FU_KU894630	8.1e-101	369	287	257	26	4	600	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales;f__Pertusariaceae;g__Pertusaria;s__Pertusaria_flavicans;	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Pertusariaceae	Pertusaria	Pertusaria_flavicans	312	0.895470383275261	0.919871794871795
ITSall_OTUd_6447	SH493695.07FU_KP889792	6.68e-76	286	286	239	33	7	1200	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	278	0.835664335664336	1.02877697841727
ITSall_OTUd_645	SH521417.07FU_KM519195	4.88e-53	210	326	250	61	11	1066	k__Fungi;p__Basidiomycota;c__Atractiellomycetes;o__unclassified_Atractiellomycetes;f__unclassified_Atractiellomycetes;g__unclassified_Atractiellomycetes;s__Atractiellomycetes_sp;	Fungi	Basidiomycota	Atractiellomycetes	NA	NA	NA	NA	317	0.766871165644172	1.02839116719243
ITSall_OTUd_6451	SH009574.07FU_AJ582958	5.97e-89	329	275	238	23	3	650	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	267	0.865454545454545	1.02996254681648
ITSall_OTUd_6453	SH206113.07FU_AY843092	3.58e-92	340	225	212	11	2	519	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	287	0.942222222222222	0.78397212543554
ITSall_OTUd_6455	SH473737.07FU_JQ900619	4.69e-109	396	257	242	15	0	612	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora;s__Lecanora_orientoafricana;	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora_orientoafricana	257	0.941634241245136	1
ITSall_OTUd_6457	SH200728.07FU_KT833162	4.43e-122	439	260	254	5	1	532	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__unclassified_Teratosphaeriaceae;s__Teratosphaeriaceae_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA	259	0.976923076923077	1.003861003861
ITSall_OTUd_6458	undefined_AB426757	1.31e-84	315	269	233	31	3	346	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	266	0.866171003717472	1.01127819548872
ITSall_OTUd_6459	undefined_KU062098	9.57e-31	136	236	179	38	11	326	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	341	0.758474576271186	0.69208211143695
ITSall_OTUd_6460	undefined_KY228827	5.47e-71	269	297	243	34	9	308	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unclassified_Tremellales;g__unclassified_Tremellales;s__Tremellales_sp;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA	294	0.818181818181818	1.01020408163265
